Protocol,Flow Duration,Tot Fwd Pkts,Tot Bwd Pkts,TotLen Fwd Pkts,TotLen Bwd Pkts,Fwd Pkt Len Max,Fwd Pkt Len Min,Fwd Pkt Len Mean,Fwd Pkt Len Std,Bwd Pkt Len Max,Bwd Pkt Len Min,Bwd Pkt Len Mean,Bwd Pkt Len Std,Flow Byts/s,Flow Pkts/s,Flow IAT Mean,Flow IAT Std,Flow IAT Max,Flow IAT Min,Fwd IAT Tot,Fwd IAT Mean,Fwd IAT Std,Fwd IAT Max,Fwd IAT Min,Bwd IAT Tot,Bwd IAT Mean,Bwd IAT Std,Bwd IAT Max,Bwd IAT Min,Fwd PSH Flags,Bwd PSH Flags,Fwd URG Flags,Bwd URG Flags,Fwd Header Len,Bwd Header Len,Fwd Pkts/s,Bwd Pkts/s,Pkt Len Min,Pkt Len Max,Pkt Len Mean,Pkt Len Std,Pkt Len Var,FIN Flag Cnt,SYN Flag Cnt,RST Flag Cnt,PSH Flag Cnt,ACK Flag Cnt,URG Flag Cnt,CWE Flag Count,ECE Flag Cnt,Down/Up Ratio,Pkt Size Avg,Fwd Seg Size Avg,Bwd Seg Size Avg,Fwd Byts/b Avg,Fwd Pkts/b Avg,Fwd Blk Rate Avg,Bwd Byts/b Avg,Bwd Pkts/b Avg,Bwd Blk Rate Avg,Subflow Fwd Pkts,Subflow Fwd Byts,Subflow Bwd Pkts,Subflow Bwd Byts,Init Fwd Win Byts,Init Bwd Win Byts,Fwd Act Data Pkts,Fwd Seg Size Min,Active Mean,Active Std,Active Max,Active Min,Idle Mean,Idle Std,Idle Max,Idle Min,Label
6,194930,0,2,0,0,0,0,0,0,0,0,0,0,0,10.26009337,194930,0,194930,194930,0,0,0,0,0,194930,194930,0,194930,194930,0,0,0,0,0,40,0,10.26009337,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,-1,2050,0,0,0,0,0,0,0,0,0,0,No Label
6,0,1,1,0,39,0,0,0,0,39,39,39,0,Infinity,Infinity,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,20,20,0,0,0,39,26,22.5166605,507,0,0,0,1,1,0,0,0,1,39,0,39,0,0,0,0,0,0,1,0,1,39,-1,265,0,0,0,0,0,0,0,0,0,0,No Label
6,54,1,1,0,0,0,0,0,0,0,0,0,0,0,37037.03704,54,0,54,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,18518.51852,18518.51852,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,-1,1021,0,0,0,0,0,0,0,0,0,0,No Label
6,330,1,2,0,39,0,0,0,0,39,0,19.5,27.57716447,118181.8182,9090.909091,165,100.4091629,236,94,0,0,0,0,0,236,236,0,236,236,0,1,0,0,20,40,3030.30303,6060.606061,0,39,19.5,22.5166605,507,0,0,0,1,1,0,0,0,2,26,0,19.5,0,0,0,0,0,0,1,0,2,39,-1,1018,0,0,0,0,0,0,0,0,0,0,No Label
6,93,1,1,0,0,0,0,0,0,0,0,0,0,0,21505.37634,93,0,93,93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,10752.68817,10752.68817,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,-1,1018,0,0,0,0,0,0,0,0,0,0,No Label
6,7571712,17,20,1587,14042,769,0,93.35294118,216.2076378,1400,0,702.1,673.6351425,2064.130279,4.886609528,210325.3333,1137474.718,6841972,0,7444910,465306.875,1701050.569,6842020,116,729740,38407.36842,46868.08064,153328,0,0,0,0,0,340,424,2.245198972,2.641410555,0,1400,411.2894737,591.5812484,349968.3734,0,1,0,0,0,0,0,0,1,422.4054054,93.35294118,702.1,0,0,0,0,0,0,17,1587,20,14042,-1,2050,5,0,0,0,0,0,0,0,0,0,No Label
6,51756,0,2,0,0,0,0,0,0,0,0,0,0,0,38.64286266,51756,0,51756,51756,0,0,0,0,0,51756,51756,0,51756,51756,0,0,0,0,0,40,0,38.64286266,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,-1,124,0,0,0,0,0,0,0,0,0,0,No Label
6,53190,0,2,0,0,0,0,0,0,0,0,0,0,0,37.60105283,53190,0,53190,53190,0,0,0,0,0,53190,53190,0,53190,53190,0,0,0,0,0,40,0,37.60105283,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,-1,124,0,0,0,0,0,0,0,0,0,0,No Label
6,7537260,11,13,4520,6450,1400,0,410.9090909,579.558531,1400,0,496.1538462,643.8124528,1455.43606,3.184180989,327706.9565,1257205.865,6073561,0,7302350,730235,1886081.785,6073561,0,1424085,118673.75,130340.058,375548,2749,0,0,0,0,232,284,1.459416287,1.724764702,0,1400,438.8,597.7973458,357361.6667,0,1,0,0,0,0,0,0,1,457.0833333,410.9090909,496.1538462,0,0,0,0,0,0,11,4520,13,6450,-1,2046,6,0,0,0,0,0,0,0,0,0,No Label
0,119090494,119,121,0,0,0,0,0,0,0,0,0,0,0,2.0152742,498286.5858,491865.0443,1002866,1635,1.18E+08,1000749.11,1224.145436,1005141,999549,1.19E+08,992420.7833,97290.58147,1121795,1825,0,0,0,0,0,0,0.999240124,1.016034076,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,119,0,121,0,-1,-1,0,0,0,0,0,0,0,0,0,0,No Label
6,117192483,68,62,3752,3812,244,0,55.17647059,71.83873756,603,0,61.48387097,138.202719,64.54338885,1.109286165,908468.8605,2961929.588,2.59E+07,0,1.07E+08,1599391.552,3834774.33,2.59E+07,0,1.17E+08,1919401.967,4118662.794,2.61E+07,118,0,1,0,0,1360,1264,0.580241994,0.529044171,0,603,58.03816794,107.8649016,11634.83699,0,0,0,1,1,0,0,0,0,58.48461538,55.17647059,61.48387097,0,0,0,0,0,0,68,3752,62,3812,-1,257,42,0,7557544.4,7918793.579,2.10E+07,39756,1.24E+07,8698257.541,2.59E+07,5004183,No Label
6,83337906,4,7,3794,362,1400,1,948.5,660.1618488,361,0,51.71428571,136.3826899,49.86926357,0.131992757,8333790.6,1.74E+07,4.50E+07,0,4.55E+07,1.52E+07,2.63E+07,4.55E+07,0,8.33E+07,1.39E+07,2.14E+07,4.52E+07,71969,0,0,0,0,80,164,0.047997366,0.083995391,0,1400,346.4166667,571.7849975,326938.0833,0,0,0,0,1,0,0,0,1,377.9090909,948.5,51.71428571,0,0,0,0,0,0,4,3794,7,362,-1,2046,4,0,361246,184832.0557,491942,230550,4.12E+07,5385758.702,4.50E+07,3.74E+07,No Label
6,66134440,1,3,1,1,1,1,1,0,1,0,0.333333333,0.577350269,0.030241429,0.060482859,2.20E+07,3.78E+07,6.57E+07,87616,0,0,0,0,0,6.61E+07,3.31E+07,4.66E+07,6.60E+07,87616,0,0,0,0,20,84,0.015120715,0.045362144,0,1,0.6,0.547722558,0.3,0,0,0,0,1,0,0,0,3,0.75,1,0.333333333,0,0,0,0,0,0,1,1,3,1,-1,222,1,0,87616,0,87616,87616,6.57E+07,0,6.57E+07,6.57E+07,No Label
0,112014492,21,1,0,0,0,0,0,0,0,0,0,0,0,0.196403158,5334023.429,6280298.57,2.14E+07,3716,1.04E+08,5201172.75,6413104.575,2.14E+07,3716,0,0,0,0,0,0,0,0,0,0,0,0.187475742,0.008927416,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,1,0,-1,-1,0,0,7457170.5,9261645.729,1.40E+07,908198,1.27E+07,5571506.399,2.14E+07,5986737,No Label
6,80461166,5,4,116,199,58,0,23.2,31.76790834,58,47,49.75,5.5,3.91493208,0.111855202,1.01E+07,1.85E+07,4.00E+07,45653,8.03E+07,2.01E+07,2.30E+07,4.00E+07,159829,8.04E+07,2.68E+07,2.31E+07,4.02E+07,103632,0,1,0,0,100,80,0.062141779,0.049713423,0,58,37.3,26.18332803,685.5666667,0,0,0,1,1,0,0,0,0,41.44444444,23.2,49.75,0,0,0,0,0,0,5,116,4,199,-1,2046,2,0,157861,2783.172291,159829,155893,4.00E+07,4367.798587,4.00E+07,3.99E+07,No Label
6,7551089,11,11,4520,6450,1400,0,410.9090909,587.1089259,1400,0,586.3636364,662.7277379,1452.770587,2.913487048,359575.6667,1332757.805,6155609,0,7312911,731291.1,1913199.672,6155609,0,1354681,135468.1,137506.1032,359696,4009,0,0,0,0,232,244,1.456743524,1.456743524,0,1400,476.9565217,612.2310525,374826.8617,0,1,0,0,0,0,0,0,1,498.6363636,410.9090909,586.3636364,0,0,0,0,0,0,11,4520,11,6450,-1,2046,5,0,0,0,0,0,0,0,0,0,No Label
6,90145734,5,4,88,569,44,0,17.6,24.09979253,175,44,142.25,65.5,7.288198463,0.099838335,1.13E+07,2.07E+07,4.49E+07,39903,9.00E+07,2.25E+07,2.58E+07,4.49E+07,144147,9.01E+07,3.00E+07,2.59E+07,4.50E+07,111792,0,1,0,0,100,80,0.055465742,0.044372593,0,175,70.1,74.89169958,5608.766667,0,0,0,1,1,0,0,0,0,77.88888889,17.6,142.25,0,0,0,0,0,0,5,88,4,569,-1,7400,2,0,148928,3913.128927,151695,146161,4.49E+07,1618.567422,4.49E+07,4.49E+07,No Label
6,110344627,5,4,116,199,58,0,23.2,31.76790834,58,47,49.75,5.5,2.854692689,0.081562648,1.38E+07,2.54E+07,5.50E+07,39981,1.10E+08,2.76E+07,3.17E+07,5.50E+07,134253,1.10E+08,3.68E+07,3.18E+07,5.51E+07,101317,0,1,0,0,100,80,0.045312582,0.036250066,0,58,37.3,26.18332803,685.5666667,0,0,0,1,1,0,0,0,0,41.44444444,23.2,49.75,0,0,0,0,0,0,5,116,4,199,-1,2048,2,0,137835,5065.71298,141417,134253,5.50E+07,311.8340905,5.50E+07,5.50E+07,No Label
6,251976,2,3,692,472,692,0,346,489.3178926,318,0,157.3333333,159.0262033,4619.48757,19.84315967,62994,47599.24619,109732,7239,116971,116971,0,116971,116971,142244,71122,43372.51574,101791,40453,0,1,0,0,40,60,7.937263866,11.9058958,0,692,219.6666667,259.9612792,67579.86667,0,0,0,1,1,0,0,0,1,263.6,346,157.3333333,0,0,0,0,0,0,2,692,3,472,-1,257,1,0,0,0,0,0,0,0,0,0,No Label
6,144853,2,5,124,179,124,0,62,87.68124087,179,0,35.8,80.05123359,2091.7758,48.32485347,24142.16667,36842.91713,74091,0,1213,1213,0,1213,1213,144853,36213.25,41808.36522,75474,0,0,0,0,0,40,124,13.80710099,34.51775248,0,179,37.875,71.65480245,5134.410714,0,1,0,0,0,0,0,0,2,43.28571429,62,35.8,0,0,0,0,0,0,2,124,5,179,-1,501,1,0,0,0,0,0,0,0,0,0,No Label
0,119101148,119,121,0,0,0,0,0,0,0,0,0,0,0,2.015093927,498331.1632,495547.2602,1004135,1564,1.18E+08,1000799.424,1497.708765,1006105,999530,1.19E+08,992509.5667,96231.17131,1152918,2022,0,0,0,0,0,0,0.999150739,1.015943188,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,119,0,121,0,-1,-1,0,0,0,0,0,0,0,0,0,0,No Label
6,119964355,105,88,5851,7712,280,0,55.72380952,73.55250548,822,0,87.63636364,188.1492549,113.0585831,1.608811217,624814.349,1520641.911,9886462,0,1.20E+08,1152336.288,1951381.691,9952792,0,1.20E+08,1378327.138,2050289.66,1.00E+07,82,0,1,0,0,2100,1796,0.875259989,0.733551229,0,822,72.8556701,142.8909501,20417.82362,0,0,0,1,1,0,0,0,0,73.23316062,55.72380952,87.63636364,0,0,0,0,0,0,105,5851,88,7712,-1,258,65,0,7002049.5,8754219.007,1.92E+07,754,6490825.25,1733031.419,9886462,5231992,No Label
6,83805636,7,8,7587,722,1400,1,1083.857143,514.5993356,361,0,90.25,167.110528,99.14607652,0.178985576,5986116.857,1.50E+07,4.50E+07,0,8.34E+07,1.39E+07,2.17E+07,4.56E+07,0,8.38E+07,1.20E+07,2.02E+07,4.52E+07,78051,0,1,0,0,140,172,0.083526602,0.095458974,0,1400,541.875,605.8055656,367000.3833,0,0,0,1,1,0,0,0,1,578,1083.857143,90.25,0,0,0,0,0,0,7,7587,8,722,-1,2046,7,0,427632.5,264342.6778,614551,240714,4.13E+07,5271081.538,4.50E+07,3.75E+07,No Label
0,109200947,38,1,0,0,0,0,0,0,0,0,0,0,0,0.35713976,2873709.132,3518777.894,1.57E+07,3786,1.03E+08,2797196.784,3535123.765,1.57E+07,3786,0,0,0,0,0,0,0,0,0,0,0,0.34798233,0.00915743,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,0,1,0,-1,-1,0,0,4792887.25,4315428.371,1.20E+07,5271,7873094.333,3135753.791,1.57E+07,5672954,No Label
6,65879262,1,3,1,1,1,1,1,0,1,0,0.333333333,0.577350269,0.030358567,0.060717134,2.20E+07,3.79E+07,6.57E+07,76944,0,0,0,0,0,6.59E+07,3.29E+07,4.64E+07,6.58E+07,102870,0,0,0,0,20,84,0.015179284,0.045537851,0,1,0.6,0.547722558,0.3,0,0,0,0,1,0,0,0,3,0.75,1,0.333333333,0,0,0,0,0,0,1,1,3,1,-1,222,1,0,102870,0,102870,102870,6.57E+07,0,6.57E+07,6.57E+07,No Label
6,13173114,13,12,7320,6449,1400,0,563.0769231,646.4303857,1400,0,537.4166667,654.1951972,1045.235014,1.897804877,548879.75,1633405.328,8051414,0,1.28E+07,1066566.167,2265648.552,8051414,0,5081394,461944.9091,517698.3112,1618095,0,0,0,0,0,272,288,0.986858536,0.910946341,0,1400,529.5769231,633.0222854,400717.2138,0,1,0,0,0,0,0,0,0,550.76,563.0769231,537.4166667,0,0,0,0,0,0,13,7320,12,6449,-1,2050,8,0,0,0,0,0,0,0,0,0,No Label
6,80345100,5,4,116,199,58,0,23.2,31.76790834,58,47,49.75,5.5,3.920587565,0.112016788,1.00E+07,1.85E+07,4.00E+07,40923,8.02E+07,2.01E+07,2.30E+07,4.00E+07,134584,8.03E+07,2.68E+07,2.31E+07,4.01E+07,98990,0,1,0,0,100,80,0.062231549,0.049785239,0,58,37.3,26.18332803,685.5666667,0,0,0,1,1,0,0,0,0,41.44444444,23.2,49.75,0,0,0,0,0,0,5,116,4,199,-1,2046,2,0,137248.5,3768.172037,139913,134584,4.00E+07,440.5275247,4.00E+07,4.00E+07,No Label
6,546769,2,3,103,276,103,0,51.5,72.83199846,173,0,92,87.02298547,693.1629262,9.144629633,136692.25,146168.9843,322294,1533,41913,41913,0,41913,41913,546769,273384.5,71336.46762,323827,222942,0,1,0,0,40,72,3.657851853,5.48677778,0,173,80.33333333,67.875376,4607.066667,0,0,0,1,1,0,0,0,1,96.4,51.5,92,0,0,0,0,0,0,2,103,3,276,-1,7576,1,0,0,0,0,0,0,0,0,0,No Label
6,47967543,56,57,2339,5587,277,0,41.76785714,64.35074092,571,0,98.01754386,179.6432468,165.236731,2.355759602,428281.6339,1228300.578,1.05E+07,0,4.23E+07,768543.4182,1604095.96,1.05E+07,0,4.80E+07,856563.2679,1681207.329,1.05E+07,279,0,0,0,0,1132,1188,1.167456086,1.188303516,0,571,69.52631579,137.2686927,18842.69399,0,0,0,0,1,0,0,0,1,70.14159292,41.76785714,98.01754386,0,0,0,0,0,0,56,2339,57,5587,-1,256,29,0,1.62E+07,2.21E+07,3.18E+07,588639,7795711,3757504.624,1.05E+07,5138754,No Label
6,423539,2,1,0,0,0,0,0,0,0,0,0,0,0,7.083172978,211769.5,251498.7902,389606,33933,33933,33933,0,33933,33933,0,0,0,0,0,0,0,0,0,40,32,4.722115319,2.361057659,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,-1,1829,0,0,0,0,0,0,0,0,0,0,No Label
6,91086183,6,5,132,569,44,0,22,24.09979253,175,0,113.8,85.23320949,7.696008076,0.120764749,9108618.3,1.88E+07,4.49E+07,40067,9.04E+07,1.81E+07,2.44E+07,4.49E+07,82574,9.11E+07,2.28E+07,2.59E+07,4.54E+07,99965,0,1,0,0,120,112,0.065871681,0.054893068,0,175,62.08333333,70.90513295,5027.537879,0,0,0,1,1,0,0,0,0,67.72727273,22,113.8,0,0,0,0,0,0,6,132,5,569,-1,7268,3,0,145270,7407.65064,150508,140032,4.49E+07,11971.31781,4.49E+07,4.49E+07,No Label
6,19185381,32,26,2715,4623,532,0,84.84375,126.371217,1037,0,177.8076923,295.6438424,382.4787217,3.023135167,336585.6316,1751741.636,1.33E+07,0,1.91E+07,614700.4839,2357840.811,1.33E+07,28,5876696,235067.84,454932.5679,2078916,0,0,0,0,0,664,556,1.667936644,1.355198523,0,1037,124.3728814,220.4970794,48618.96201,0,1,0,0,0,0,0,0,0,126.5172414,84.84375,177.8076923,0,0,0,0,0,0,32,2715,26,4623,-1,269,20,0,0,0,0,0,0,0,0,0,No Label
6,14185894,11,9,1867,7374,517,0,169.7272727,231.2821182,1400,0,819.3333333,698.0429786,651.4217574,1.409851223,746626,1240094.694,3057421,0,1.32E+07,1318626.6,1496285.395,3057421,1472,1.42E+07,1769427.875,3173412.074,9117396,0,0,0,0,0,256,216,0.775418172,0.63443305,0,1400,440.047619,579.8789077,336259.5476,0,1,0,0,0,0,0,0,0,462.05,169.7272727,819.3333333,0,0,0,0,0,0,11,1867,9,7374,-1,2048,5,0,0,0,0,0,0,0,0,0,No Label
6,14382986,19,20,2741,15442,1032,0,144.2631579,295.6955721,1400,0,772.1,669.5647369,1264.202023,2.71153709,378499.6316,857462.9222,3439500,0,1.34E+07,743472.4444,1146551.866,3439500,52,1.39E+07,729496.6316,1519233.563,4834543,0,0,0,0,0,416,436,1.321005249,1.390531841,0,1400,454.575,602.2292726,362680.0968,0,1,0,0,0,0,0,0,1,466.2307692,144.2631579,772.1,0,0,0,0,0,0,19,2741,20,15442,-1,2050,8,0,0,0,0,0,0,0,0,0,No Label
6,3309777,3,1,0,0,0,0,0,0,0,0,0,0,0,1.208540636,1103259,1117306.01,2292564,75550,3234227,1617113.5,955231.2578,2292564,941663,0,0,0,0,0,0,0,0,0,72,20,0.906405477,0.302135159,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,-1,2050,0,0,0,0,0,0,0,0,0,0,No Label
6,23286732,16,18,1286,7048,594,0,80.375,171.2284536,1400,0,391.5555556,579.2190708,357.8861989,1.460058887,705658.5455,1476516.807,6182529,0,2.23E+07,1485778.6,2060898.922,6183499,83,2.14E+07,1257077.765,1894846.785,6229183,0,0,0,0,0,368,404,0.687086535,0.772972352,0,1400,238.1142857,454.4485845,206523.516,0,1,0,0,0,0,0,0,1,245.1176471,80.375,391.5555556,0,0,0,0,0,0,16,1286,18,7048,-1,64249,5,0,2263964,3200356.806,4526958,970,5649086.5,754401.6182,6182529,5115644,No Label
6,23266386,20,22,1346,15661,594,0,67.3,183.5397849,1400,0,711.8636364,659.1798147,730.9687031,1.805179369,567472.8293,775081.8711,3059792,45,2.23E+07,1171855.684,778783.2305,3059869,1164,2.19E+07,1043637.19,857228.6133,3059889,704,0,0,0,0,532,496,0.859609223,0.945570146,0,1400,395.5116279,583.0450596,339941.5415,0,1,0,0,0,0,0,0,1,404.9285714,67.3,711.8636364,0,0,0,0,0,0,20,1346,22,15661,-1,64783,3,0,0,0,0,0,0,0,0,0,No Label
6,0,1,1,0,0,0,0,0,0,0,0,0,0,NaN,Infinity,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,-1,64249,0,0,0,0,0,0,0,0,0,0,No Label
6,111722349,8,7,290,199,58,0,36.25,30.01785183,58,0,28.42857143,26.87537375,4.376921935,0.134261409,7980167.786,1.98E+07,5.48E+07,35759,1.11E+08,1.59E+07,2.67E+07,5.50E+07,76744,1.12E+08,1.86E+07,2.84E+07,5.53E+07,221721,0,1,0,0,160,176,0.071606085,0.062655324,0,58,34.1875,27.65795546,764.9625,0,0,0,1,1,0,0,0,0,36.46666667,36.25,28.42857143,0,0,0,0,0,0,8,290,7,199,-1,2048,5,0,681869,174875.9923,805525,558213,5.48E+07,39570.40258,5.48E+07,5.47E+07,No Label
0,119101571,119,121,0,0,0,0,0,0,0,0,0,0,0,2.01508677,498332.9331,495935.7224,1004907,1610,1.18E+08,1000823.042,1373.094941,1006517,999449,1.19E+08,992513.0917,93877.7876,1117791,1894,0,0,0,0,0,0,0.99914719,1.01593958,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,119,0,121,0,-1,-1,0,0,0,0,0,0,0,0,0,0,No Label
6,19673479,41,28,9550,3189,1392,0,232.9268293,392.4325668,1392,0,113.8928571,329.7684192,647.5214679,3.507259697,289315.8676,491510.4739,2049909,0,1.87E+07,466829.675,806713.9945,4271172,184,1.82E+07,674807.4444,920592.4333,3735056,0,0,0,0,0,880,620,2.084023878,1.423235819,0,1392,181.9857143,368.4209743,135734.0143,0,1,0,0,0,0,0,0,0,184.6231884,232.9268293,113.8928571,0,0,0,0,0,0,41,9550,28,3189,-1,291,30,0,0,0,0,0,0,0,0,0,No Label
6,115132820,1082,866,1503229,7294,1400,0,1389.305915,111.4871789,1400,0,8.422632794,106.4411983,13119.82978,16.91958905,59133.44633,200567.4297,3806518,0,1.15E+08,106326.8224,295941.0587,3951170,0,1.15E+08,133101.459,351416.7692,3987174,0,0,0,0,0,21640,29140,9.397841554,7.521747491,0,1400,775.024628,695.0434067,483085.3372,0,1,0,0,0,0,0,0,0,775.4224846,1389.305915,8.422632794,0,0,0,0,0,0,1082,1503229,866,7294,-1,16384,1078,0,0,0,0,0,0,0,0,0,No Label
6,1611631,1,2,0,0,0,0,0,0,0,0,0,0,0,1.861468289,805815.5,541292.3623,1188567,423064,0,0,0,0,0,1188567,1188567,0,1188567,1188567,0,0,0,0,20,40,0.62048943,1.240978859,0,0,0,0,0,1,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,2,0,-1,291,0,0,0,0,0,0,0,0,0,0,No Label
0,90500075,2,1,0,0,0,0,0,0,0,0,0,0,0,0.033149144,4.53E+07,2.23E+07,6.10E+07,2.95E+07,2.95E+07,2.95E+07,0,2.95E+07,2.95E+07,0,0,0,0,0,0,0,0,0,0,0,0.022099429,0.011049715,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,-1,-1,0,0,0,0,0,0,4.53E+07,2.23E+07,6.10E+07,2.95E+07,No Label
6,24316605,15,14,1867,6667,517,0,124.4666667,210.3425324,1400,0,476.2142857,633.4970316,350.9535973,1.192600694,868450.1786,1100449.803,3062056,0,2.33E+07,1665464.786,1203290.722,3397761,1815,2.14E+07,1648793.615,1869548.464,6167098,0,0,0,0,0,336,336,0.616862428,0.575738266,0,1400,284.4666667,484.8112845,235041.9816,0,1,0,0,0,0,0,0,0,294.2758621,124.4666667,476.2142857,0,0,0,0,0,0,15,1867,14,6667,-1,64860,5,0,0,0,0,0,0,0,0,0,No Label
6,24100962,20,19,2632,7261,677,0,131.6,215.3436421,1400,0,382.1578947,571.9569004,410.4815401,1.618192668,634235.8421,1200227.734,5241318,0,2.31E+07,1215820.474,1612146.824,5270187,70,2.23E+07,1237744.444,1813642.19,5281645,0,0,0,0,0,436,448,0.829842394,0.788350274,0,1400,247.325,436.8870879,190870.3276,0,1,0,0,0,0,0,0,0,253.6666667,131.6,382.1578947,0,0,0,0,0,0,20,2632,19,7261,-1,64341,9,0,9968785,0,9968785,9968785,5241318,0,5241318,5241318,No Label
6,2290194,0,2,0,0,0,0,0,0,0,0,0,0,0,0.873288464,2290194,0,2290194,2290194,0,0,0,0,0,2290194,2290194,0,2290194,2290194,0,0,0,0,0,52,0,0.873288464,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,-1,255,0,0,0,0,0,0,0,0,0,0,No Label
6,3131955,1,2,0,0,0,0,0,0,0,0,0,0,0,0.957868169,1565977.5,2107852.081,3056454,75501,0,0,0,0,0,3131955,3131955,0,3131955,3131955,0,0,0,0,20,40,0.31928939,0.638578779,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,2,0,-1,253,0,0,0,0,0,0,0,0,0,0,No Label
6,71937520,10,14,643,3611,307,0,64.3,100.1565996,1392,0,257.9285714,492.0597938,59.13464907,0.333622844,3127718.261,1.48E+07,7.10E+07,0,7.18E+07,7981307.333,2.38E+07,7.13E+07,380,7.19E+07,5533655.385,1.97E+07,7.10E+07,0,0,0,0,0,200,304,0.139009518,0.194613326,0,1392,170.16,381.1574128,145280.9733,0,1,0,0,0,0,0,0,1,177.25,64.3,257.9285714,0,0,0,0,0,0,10,643,14,3611,-1,265,5,0,950539,0,950539,950539,7.10E+07,0,7.10E+07,7.10E+07,No Label
6,824576,0,2,0,0,0,0,0,0,0,0,0,0,0,2.425488979,824576,0,824576,824576,0,0,0,0,0,824576,824576,0,824576,824576,0,0,0,0,0,40,0,2.425488979,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,-1,265,0,0,0,0,0,0,0,0,0,0,No Label
6,1619498,2,1,0,0,0,0,0,0,0,0,0,0,0,1.852425875,809749,1144661.629,1619147,351,351,351,0,351,351,0,0,0,0,0,0,0,0,0,40,32,1.234950583,0.617475292,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,-1,64219,0,0,0,0,0,0,0,0,0,0,No Label
6,1104389,0,2,0,39,0,0,0,0,39,0,19.5,27.57716447,35.31364401,1.810956103,1104389,0,1104389,1104389,0,0,0,0,0,1104389,1104389,0,1104389,1104389,0,0,0,0,0,40,0,1.810956103,0,39,13,22.5166605,507,0,0,0,0,1,0,0,0,0,19.5,0,19.5,0,0,0,0,0,0,0,0,2,39,-1,265,0,0,0,0,0,0,0,0,0,0,No Label
6,1005421,1,1,0,0,0,0,0,0,0,0,0,0,0,1.989216458,1005421,0,1005421,1005421,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,32,0.994608229,0.994608229,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,-1,1022,0,0,0,0,0,0,0,0,0,0,No Label
6,452350,0,2,0,39,0,0,0,0,39,0,19.5,27.57716447,86.21642533,4.421355145,452350,0,452350,452350,0,0,0,0,0,452350,452350,0,452350,452350,0,0,0,0,0,40,0,4.421355145,0,39,13,22.5166605,507,1,0,0,0,1,0,0,0,0,19.5,0,19.5,0,0,0,0,0,0,0,0,2,39,-1,265,0,0,0,0,0,0,0,0,0,0,No Label
6,908590,1,1,0,0,0,0,0,0,0,0,0,0,0,2.201212868,908590,0,908590,908590,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,32,1.100606434,1.100606434,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,-1,1022,0,0,0,0,0,0,0,0,0,0,No Label
